"GeneID","trtsCHBroca","trtsCHCaudate","trtsCHCerebellum","trtsCHPrefrontal","trtsHUBroca","trtsHUCaudate","trtsHUCerebellum","trtsHUPrefrontal","ChVsHu","CeVsBr","Interact","p ChVsHu","p CeVsBr","p Interact","adjp ChVsHu","adjp CeVsBr","adjp Interact"
"1065_at","5.18102584874414","5.0669707286032","5.76089083950182","5.14465521031807","5.02620707025501","4.99293088015587","5.71024860330691","4.95622664858675","0.116982356215671","0.63195326190479","-0.104176542294216","0.251234544908568","1.96296881883633e-09","0.418715324566545","1","1.2030330746509e-07","1"
"1066_at","5.59759484865024","5.65118371245523","5.6707837787657","5.63492389245765","5.50083292664799","5.60547321530345","5.58824505508242","5.55612471242412","0.0759525807177071","0.0803005292749477","-0.0142231983189749","0.402985881220363","0.171213832601398","0.901336544072643","1","0.860956440490965","1"
"1067_at","4.4632755041538","4.63098528188275","4.50103387571349","4.52004661222032","4.44161688169646","4.5079858822373","4.37857521961484","4.40413270118989","0.095757647307966","-0.0126416452609699","0.100800033641318","0.303267805281354","0.82895830095316","0.393021452114975","1","1","1"
"1068_g_at","7.68478897046956","7.62562257526673","7.72533911679867","7.68906813083811","7.63395317027428","7.65825182058649","7.74136473163069","7.66931221056948","0.00548421507803343","0.0739808538427642","-0.0668614150272955","0.935053415213735","0.09533099191923","0.438764866297455","1","0.54344691736015","1"
"1069_at","5.00486552206548","4.31162895129113","4.33367626083834","4.94800019012756","4.81049360602463","4.25002989230332","4.16293826037214","4.48390093800017","0.222702056905562","-0.659372303439814","-0.0236339155746483","0.0647592436586858","1.08083194856076e-08","0.872541512103444","0.956240293790536","5.22327868942626e-07","1"
"107_at","5.63116964816833","5.58306971755735","5.63146243397522","5.60873403267652","5.51748808209991","5.38020169219714","5.56912592259871","5.37080691130786","0.154203306043451","0.025965313152847","-0.0513450546919074","0.140785503392666","0.689803306629109","0.693109611314301","1","1","1"
"1070_at","6.03330054145059","5.87679230915819","5.9136067300848","6.04873495638017","5.80698387255802","5.7223112742114","5.64566447373372","5.72701555926921","0.242614839325348","-0.140506605095048","0.0416255874585136","0.0139686105416249","0.0237244055173789","0.721522890151862","0.392478578830891","0.174173649732647","1"
"1071_at","6.23396517956103","6.11078353751896","6.14950192910393","6.25533098520869","6.12325891414143","6.18930255966259","6.07485519054728","6.04499270291815","0.0792930660307911","-0.0664334870256216","-0.0360595268629496","0.408522949316332","0.279811314894022","0.76630626706807","1","1","1"
"1072_g_at","6.91814399355991","6.93044300427658","6.93575301201643","6.92158008692297","6.86769133122813","6.90596711702259","6.92338741123237","6.72425506900593","0.0711547920717182","0.0366525492303791","-0.0380870615477127","0.39001660891496","0.485589185619226","0.715943640126003","1","1","1"
"1073_at","7.58507100276714","7.93233920927106","7.85701336967854","7.71983353668872","7.44433785049954","7.69893517434248","7.74724661966006","7.55007145996121","0.16341650348554","0.287425568035963","-0.0309664022491125","0.276737473038466","0.0056391001127795","0.869648723291541","1","0.0516363486267395","1"
"1074_at","6.41949828888334","5.89885472745881","6.3042758118325","6.41109160585387","6.13599417588414","5.56142051393788","6.35440193086564","6.37423502513675","0.151917197051027","0.0515926389653298","-0.333630232032341","0.453547901255557","0.687976113660576","0.202173180471079","1","1","1"
"1075_f_at","3.99712978660424","4.01054701873614","3.89302674287366","3.97627945468033","3.8485481160419","3.90034679314571","3.69879343726545","3.66202511012551","0.191817386578949","-0.126928861253516","0.0456516350458664","0.094319000572037","0.0829709862153374","0.74659956711958","1","0.485557185245041","1"
"1076_at","3.2118835815907","3.23306292956096","3.19008934979979","3.21703572980335","3.1475987550166","3.14574173613736","3.1390058767777","3.04501473113071","0.0936776229231078","-0.0151935550149036","-0.0132013535520046","0.268026011270089","0.774854093249922","0.901027297768867","1","1","1"
"1077_at","3.07016880806769","3.04819555094475","2.9850755758924","3.09527501063336","3.0359469151787","2.90461973409399","2.85953929640111","2.93344144252295","0.116291889335361","-0.130750425476438","0.0913143866023054","0.216176009964329","0.035240716563056","0.440612620146015","1","0.241494868794237","1"
"1078_at","3.65243850558357","3.68738507032327","3.69780727966845","3.68834435254429","3.65995793362859","3.77700968626939","3.56129643143734","3.64083763801743","0.0217183796917031","-0.0266463640531853","0.144030276276135","0.852842692298216","0.721159432793466","0.339387854334894","1","1","1"
"1079_g_at","5.80744275473596","5.76190480251202","5.80082958599239","5.81824862791891","5.75791405548947","5.75677081164922","5.56629990526697","5.63315886205285","0.118570534175191","-0.0991136594830366","0.18500098147893","0.266555995076683","0.149032779848176","0.176706786370602","1","0.769860411449765","1"
"108_g_at","8.14969921155553","8.26099571815167","7.86003447117306","8.11682283246871","8.08977084996864","8.14991872955036","7.8021896933411","7.913308559986","0.108091100125716","-0.288622948505008","-0.00208358375493045","0.294139603812896","0.000192572428181662","0.987162528356935","1","0.00274155828894614","1"
"1080_s_at","5.2321290893243","5.17808869530313","5.00794722428369","5.22455857739691","5.2430799033181","5.27898409917465","5.04595786663332","5.11018183424657","-0.00887002926615077","-0.210651950862694","-0.0270598283558279","0.920910953448533","0.00119228027241958","0.812157610347279","1","0.0134758625239903","1"
"1081_at","6.77629541644508","6.8019602745498","6.66928133355722","6.79659448970585","6.81233135323968","6.62790470885811","6.93711766315513","6.87786761671513","-0.0527724569275263","0.00888611351380098","-0.231800392803311","0.723559826916394","0.925392863125306","0.230083494480394","1","1","1"
"1082_at","5.48622003538119","5.39908788055823","5.67445749233656","5.55522512626748","5.45960563783118","5.39751326266771","5.91248337043298","5.51079008004363","-0.0413504541080079","0.320557594778585","-0.264640275646425","0.672030525906654","3.55020433401808e-05","0.0427558987195543","1","0.000627164128502494","1"
"1083_s_at","6.54786536934101","6.63912892085055","6.48729371271488","6.52638798176044","6.6489235833281","6.63087559927873","6.52702586894612","6.38952011988457","0.00108270330733906","-0.0912346855040518","0.0613260577558474","0.991801422860759","0.183422539935828","0.648570152927376","1","0.907291197606045","1"
"1084_at","5.15106516394929","5.10866211083593","5.3311664190907","5.16232001733245","5.197652169498","5.21152789586015","5.27875120524451","5.17934899300798","-0.0285166381005679","0.130600145443958","0.0990022193948974","0.717958730419847","0.0155875662240893","0.329774461652556","1","0.122587016349124","1"
"1085_s_at","6.71966003156261","6.83634814104975","6.6211211499002","6.75768696195484","6.55539985467785","6.76679827326554","6.40765806931682","6.43331780385268","0.192910570838628","-0.123140333511725","0.0492029036986272","0.0633178267786439","0.0627830088058048","0.698558898186743","0.945316002305955","0.387596814754663","1"
